COUNTY,AWAITING_TESTING,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME,INCONCLUSIVE
Palm Beach,11,358,59,14,417,html version of FL COVID Rep 03-22-2020,0
Hillsborough,11,815,50,6,865,html version of FL COVID Rep 03-22-2020,0
Duval,40,329,37,10,366,html version of FL COVID Rep 03-22-2020,0
Pinellas,37,346,30,8,376,html version of FL COVID Rep 03-22-2020,0
Alachua,25,452,29,6,481,html version of FL COVID Rep 03-22-2020,0
Orange,15,468,29,6,497,html version of FL COVID Rep 03-22-2020,0
Collier,30,180,28,13,208,html version of FL COVID Rep 03-22-2020,0
Osceola,65,144,22,13,166,html version of FL COVID Rep 03-22-2020,0
Lee,38,126,18,13,144,html version of FL COVID Rep 03-22-2020,0
Seminole,28,127,16,11,143,html version of FL COVID Rep 03-22-2020,0
Sarasota,63,264,15,5,279,html version of FL COVID Rep 03-22-2020,0
Manatee,11,84,13,13,97,html version of FL COVID Rep 03-22-2020,0
Okaloosa,6,41,12,23,53,html version of FL COVID Rep 03-22-2020,0
St. Johns,27,177,12,6,189,html version of FL COVID Rep 03-22-2020,0
Volusia,5,67,12,15,79,html version of FL COVID Rep 03-22-2020,0
Polk,21,146,11,7,157,html version of FL COVID Rep 03-22-2020,0
Citrus,19,33,8,20,41,html version of FL COVID Rep 03-22-2020,0
Indian River,2,53,8,13,61,html version of FL COVID Rep 03-22-2020,0
Pasco,16,142,8,5,150,html version of FL COVID Rep 03-22-2020,0
Clay,8,58,6,9,64,html version of FL COVID Rep 03-22-2020,0
Lake,5,67,6,8,73,html version of FL COVID Rep 03-22-2020,0
Brevard,4,65,5,7,70,html version of FL COVID Rep 03-22-2020,0
Hernando,10,42,5,11,47,html version of FL COVID Rep 03-22-2020,0
Leon,1,97,4,4,101,html version of FL COVID Rep 03-22-2020,0
Sumter,2,50,4,7,54,html version of FL COVID Rep 03-22-2020,0
Walton,13,18,4,18,22,html version of FL COVID Rep 03-22-2020,0
Marion,43,52,3,5,55,html version of FL COVID Rep 03-22-2020,0
Santa Rosa,2,30,3,9,33,html version of FL COVID Rep 03-22-2020,0
Charlotte,1,44,2,4,46,html version of FL COVID Rep 03-22-2020,0
St. Lucie,3,71,2,3,73,html version of FL COVID Rep 03-22-2020,0
Baker,7,9,1,10,10,html version of FL COVID Rep 03-22-2020,0
Bay,5,18,1,5,19,html version of FL COVID Rep 03-22-2020,0
Columbia,16,15,1,6,16,html version of FL COVID Rep 03-22-2020,0
Escambia,2,32,1,3,33,html version of FL COVID Rep 03-22-2020,0
Gadsden,0,13,1,7,14,html version of FL COVID Rep 03-22-2020,0
Highlands,1,8,1,11,9,html version of FL COVID Rep 03-22-2020,0
Jackson,8,9,1,10,10,html version of FL COVID Rep 03-22-2020,0
Martin,2,34,1,3,35,html version of FL COVID Rep 03-22-2020,0
Monroe,20,29,1,3,30,html version of FL COVID Rep 03-22-2020,0
Nassau,0,19,1,5,20,html version of FL COVID Rep 03-22-2020,0
Putnam,13,40,1,2,41,html version of FL COVID Rep 03-22-2020,0
Unknown,1,5,1,17,6,html version of FL COVID Rep 03-22-2020,0
Bradford,1,12,0,0,12,html version of FL COVID Rep 03-22-2020,0
Calhoun,1,3,0,0,3,html version of FL COVID Rep 03-22-2020,0
Desoto,10,7,0,0,7,html version of FL COVID Rep 03-22-2020,0
Dixie,0,4,0,0,4,html version of FL COVID Rep 03-22-2020,0
Flagler,1,46,0,0,46,html version of FL COVID Rep 03-22-2020,0
Franklin,2,3,0,0,3,html version of FL COVID Rep 03-22-2020,0
Gilchrist,0,2,0,0,2,html version of FL COVID Rep 03-22-2020,0
Gulf,6,3,0,0,3,html version of FL COVID Rep 03-22-2020,0
Hamilton,1,1,0,0,1,html version of FL COVID Rep 03-22-2020,0
Hardee,0,4,0,0,4,html version of FL COVID Rep 03-22-2020,0
Hendry,2,7,0,0,7,html version of FL COVID Rep 03-22-2020,0
Holmes,0,2,0,0,2,html version of FL COVID Rep 03-22-2020,0
Jefferson,0,3,0,0,3,html version of FL COVID Rep 03-22-2020,0
Lafayette,1,3,0,0,3,html version of FL COVID Rep 03-22-2020,0
Levy,0,13,0,0,13,html version of FL COVID Rep 03-22-2020,0
Madison,0,3,0,0,3,html version of FL COVID Rep 03-22-2020,0
Okeechobee,3,13,0,0,13,html version of FL COVID Rep 03-22-2020,0
Suwannee,5,7,0,0,7,html version of FL COVID Rep 03-22-2020,0
Taylor,0,6,0,0,6,html version of FL COVID Rep 03-22-2020,0
Union,0,14,0,0,14,html version of FL COVID Rep 03-22-2020,0
Wakulla,0,8,0,0,8,html version of FL COVID Rep 03-22-2020,0
Washington,2,8,0,0,8,html version of FL COVID Rep 03-22-2020,0
Total,962,7990,830,9,8821,html version of FL COVID Rep 03-22-2020,1
Dade,91,1845,278,13,2124,html version of FL COVID Rep 03-23-2020(PM),1
Broward,207,1909,263,12,2172,html version of FL COVID Rep 03-23-2020(PM),0
Palm Beach,14,537,89,14,626,html version of FL COVID Rep 03-23-2020(PM),0
Hillsborough,6,1174,75,6,1249,html version of FL COVID Rep 03-23-2020(PM),0
Duval,47,482,50,9,532,html version of FL COVID Rep 03-23-2020(PM),0
Orange,17,709,48,6,757,html version of FL COVID Rep 03-23-2020(PM),0
Pinellas,40,545,41,7,586,html version of FL COVID Rep 03-23-2020(PM),0
Collier,43,306,39,11,345,html version of FL COVID Rep 03-23-2020(PM),0
Alachua,45,549,36,6,585,html version of FL COVID Rep 03-23-2020(PM),0
Lee,24,206,30,13,236,html version of FL COVID Rep 03-23-2020(PM),0
Osceola,66,183,25,12,208,html version of FL COVID Rep 03-23-2020(PM),0
Seminole,27,253,22,8,275,html version of FL COVID Rep 03-23-2020(PM),0
Sarasota,82,318,21,6,339,html version of FL COVID Rep 03-23-2020(PM),0
St. Johns,28,226,18,7,244,html version of FL COVID Rep 03-23-2020(PM),0
Volusia,9,131,16,11,147,html version of FL COVID Rep 03-23-2020(PM),0
Manatee,7,113,15,12,128,html version of FL COVID Rep 03-23-2020(PM),0
Okaloosa,9,51,14,22,65,html version of FL COVID Rep 03-23-2020(PM),0
Pasco,15,204,14,6,218,html version of FL COVID Rep 03-23-2020(PM),0
Polk,29,207,13,6,220,html version of FL COVID Rep 03-23-2020(PM),0
Indian River,6,83,10,11,93,html version of FL COVID Rep 03-23-2020(PM),0
Citrus,9,65,9,12,74,html version of FL COVID Rep 03-23-2020(PM),0
Escambia,5,57,9,14,66,html version of FL COVID Rep 03-23-2020(PM),0
Lake,4,144,9,6,153,html version of FL COVID Rep 03-23-2020(PM),0
Walton,13,21,9,30,30,html version of FL COVID Rep 03-23-2020(PM),0
Clay,11,80,8,9,88,html version of FL COVID Rep 03-23-2020(PM),0
Sumter,2,64,8,11,72,html version of FL COVID Rep 03-23-2020(PM),0
Brevard,4,115,7,6,122,html version of FL COVID Rep 03-23-2020(PM),0
Leon,11,130,6,4,136,html version of FL COVID Rep 03-23-2020(PM),0
Hernando,6,73,5,6,78,html version of FL COVID Rep 03-23-2020(PM),0
St. Lucie,3,104,5,5,109,html version of FL COVID Rep 03-23-2020(PM),0
Marion,63,88,4,4,92,html version of FL COVID Rep 03-23-2020(PM),0
Martin,1,71,4,5,75,html version of FL COVID Rep 03-23-2020(PM),0
Santa Rosa,4,48,4,8,52,html version of FL COVID Rep 03-23-2020(PM),0
Baker,2,13,3,19,16,html version of FL COVID Rep 03-23-2020(PM),0
Charlotte,2,55,3,5,58,html version of FL COVID Rep 03-23-2020(PM),0
Flagler,2,53,3,5,56,html version of FL COVID Rep 03-23-2020(PM),0
Columbia,18,25,2,7,27,html version of FL COVID Rep 03-23-2020(PM),0
Highlands,4,12,2,14,14,html version of FL COVID Rep 03-23-2020(PM),0
Monroe,23,44,2,4,46,html version of FL COVID Rep 03-23-2020(PM),0
Putnam,40,55,2,4,57,html version of FL COVID Rep 03-23-2020(PM),0
Bay,2,33,1,3,34,html version of FL COVID Rep 03-23-2020(PM),0
Bradford,2,16,1,6,17,html version of FL COVID Rep 03-23-2020(PM),0
Desoto,16,8,1,11,9,html version of FL COVID Rep 03-23-2020(PM),0
Gadsden,0,14,1,7,15,html version of FL COVID Rep 03-23-2020(PM),0
Jackson,6,19,1,5,20,html version of FL COVID Rep 03-23-2020(PM),0
Nassau,0,23,1,4,24,html version of FL COVID Rep 03-23-2020(PM),0
Calhoun,0,5,0,0,5,html version of FL COVID Rep 03-23-2020(PM),0
Dixie,0,6,0,0,6,html version of FL COVID Rep 03-23-2020(PM),0
Franklin,1,10,0,0,10,html version of FL COVID Rep 03-23-2020(PM),0
Gilchrist,0,5,0,0,5,html version of FL COVID Rep 03-23-2020(PM),0
Gulf,6,10,0,0,10,html version of FL COVID Rep 03-23-2020(PM),0
Hamilton,3,4,0,0,4,html version of FL COVID Rep 03-23-2020(PM),0
Hardee,0,6,0,0,6,html version of FL COVID Rep 03-23-2020(PM),0
Hendry,3,12,0,0,12,html version of FL COVID Rep 03-23-2020(PM),0
Holmes,0,6,0,0,6,html version of FL COVID Rep 03-23-2020(PM),0
Jefferson,0,5,0,0,5,html version of FL COVID Rep 03-23-2020(PM),0
Lafayette,0,5,0,0,5,html version of FL COVID Rep 03-23-2020(PM),0
Levy,0,19,0,0,19,html version of FL COVID Rep 03-23-2020(PM),0
Madison,0,6,0,0,6,html version of FL COVID Rep 03-23-2020(PM),0
Okeechobee,6,15,0,0,15,html version of FL COVID Rep 03-23-2020(PM),0
Suwannee,5,13,0,0,13,html version of FL COVID Rep 03-23-2020(PM),0
Taylor,2,8,0,0,8,html version of FL COVID Rep 03-23-2020(PM),0
Union,1,17,0,0,17,html version of FL COVID Rep 03-23-2020(PM),0
Unknown,2,5,0,0,5,html version of FL COVID Rep 03-23-2020(PM),0
Wakulla,4,10,0,0,10,html version of FL COVID Rep 03-23-2020(PM),0
Washington,2,9,0,0,9,html version of FL COVID Rep 03-23-2020(PM),0
Total,1100,11637,1227,10,12865,html version of FL COVID Rep 03-23-2020(PM),1
Dade,86,1736,267,13,2004,html version of FL COVID Rep 03-23-2020,1
Broward,185,1876,258,12,2134,html version of FL COVID Rep 03-23-2020,0
Palm Beach,11,510,89,15,599,html version of FL COVID Rep 03-23-2020,0
Hillsborough,6,1134,73,6,1207,html version of FL COVID Rep 03-23-2020,0
Duval,42,427,46,10,473,html version of FL COVID Rep 03-23-2020,0
Orange,13,665,45,6,710,html version of FL COVID Rep 03-23-2020,0
Pinellas,27,533,40,7,573,html version of FL COVID Rep 03-23-2020,0
Alachua,27,547,37,6,584,html version of FL COVID Rep 03-23-2020,0
Collier,34,241,34,12,275,html version of FL COVID Rep 03-23-2020,0
Lee,19,186,28,13,214,html version of FL COVID Rep 03-23-2020,0
Osceola,64,176,24,12,200,html version of FL COVID Rep 03-23-2020,0
Seminole,23,236,20,8,256,html version of FL COVID Rep 03-23-2020,0
Sarasota,44,314,19,6,333,html version of FL COVID Rep 03-23-2020,0
St. Johns,26,210,18,8,228,html version of FL COVID Rep 03-23-2020,0
Manatee,3,106,15,12,121,html version of FL COVID Rep 03-23-2020,0
Volusia,5,120,15,11,135,html version of FL COVID Rep 03-23-2020,0
Okaloosa,6,51,14,22,65,html version of FL COVID Rep 03-23-2020,0
Pasco,10,202,13,6,215,html version of FL COVID Rep 03-23-2020,0
Polk,21,198,13,6,211,html version of FL COVID Rep 03-23-2020,0
Citrus,8,63,9,13,72,html version of FL COVID Rep 03-23-2020,0
Clay,7,77,8,9,85,html version of FL COVID Rep 03-23-2020,0
Indian River,3,76,8,10,84,html version of FL COVID Rep 03-23-2020,0
Sumter,1,64,8,11,72,html version of FL COVID Rep 03-23-2020,0
Brevard,1,103,7,6,110,html version of FL COVID Rep 03-23-2020,0
Lake,4,139,7,5,146,html version of FL COVID Rep 03-23-2020,0
Escambia,3,55,5,8,60,html version of FL COVID Rep 03-23-2020,0
Hernando,6,72,5,6,77,html version of FL COVID Rep 03-23-2020,0
Leon,11,130,5,4,135,html version of FL COVID Rep 03-23-2020,0
Walton,13,20,5,20,25,html version of FL COVID Rep 03-23-2020,0
Marion,45,82,4,5,86,html version of FL COVID Rep 03-23-2020,0
Baker,2,13,3,19,16,html version of FL COVID Rep 03-23-2020,0
Charlotte,0,53,3,5,56,html version of FL COVID Rep 03-23-2020,0
Flagler,1,52,3,5,55,html version of FL COVID Rep 03-23-2020,0
Santa Rosa,5,45,3,6,48,html version of FL COVID Rep 03-23-2020,0
St. Lucie,4,88,3,3,91,html version of FL COVID Rep 03-23-2020,0
Columbia,14,25,2,7,27,html version of FL COVID Rep 03-23-2020,0
Highlands,1,10,2,17,12,html version of FL COVID Rep 03-23-2020,0
Martin,1,54,2,4,56,html version of FL COVID Rep 03-23-2020,0
Monroe,17,43,2,4,45,html version of FL COVID Rep 03-23-2020,0
Putnam,29,53,2,4,55,html version of FL COVID Rep 03-23-2020,0
Bay,0,31,1,3,32,html version of FL COVID Rep 03-23-2020,0
Bradford,0,16,1,6,17,html version of FL COVID Rep 03-23-2020,0
Desoto,9,8,1,11,9,html version of FL COVID Rep 03-23-2020,0
Gadsden,0,14,1,7,15,html version of FL COVID Rep 03-23-2020,0
Jackson,1,19,1,5,20,html version of FL COVID Rep 03-23-2020,0
Nassau,0,21,1,5,22,html version of FL COVID Rep 03-23-2020,0
Unknown,2,5,1,17,6,html version of FL COVID Rep 03-23-2020,0
Calhoun,0,5,0,0,5,html version of FL COVID Rep 03-23-2020,0
Dixie,0,6,0,0,6,html version of FL COVID Rep 03-23-2020,0
Franklin,1,10,0,0,10,html version of FL COVID Rep 03-23-2020,0
Gilchrist,0,5,0,0,5,html version of FL COVID Rep 03-23-2020,0
Gulf,2,10,0,0,10,html version of FL COVID Rep 03-23-2020,0
Hamilton,3,2,0,0,2,html version of FL COVID Rep 03-23-2020,0
Hardee,0,6,0,0,6,html version of FL COVID Rep 03-23-2020,0
Hendry,2,12,0,0,12,html version of FL COVID Rep 03-23-2020,0
Holmes,0,6,0,0,6,html version of FL COVID Rep 03-23-2020,0
Jefferson,0,5,0,0,5,html version of FL COVID Rep 03-23-2020,0
Lafayette,0,5,0,0,5,html version of FL COVID Rep 03-23-2020,0
Levy,0,18,0,0,18,html version of FL COVID Rep 03-23-2020,0
Madison,0,6,0,0,6,html version of FL COVID Rep 03-23-2020,0
Okeechobee,3,14,0,0,14,html version of FL COVID Rep 03-23-2020,0
Suwannee,4,13,0,0,13,html version of FL COVID Rep 03-23-2020,0
Taylor,2,8,0,0,8,html version of FL COVID Rep 03-23-2020,0
Union,0,15,0,0,15,html version of FL COVID Rep 03-23-2020,0
Wakulla,1,9,0,0,9,html version of FL COVID Rep 03-23-2020,0
Washington,1,9,0,0,9,html version of FL COVID Rep 03-23-2020,0
Total,859,11063,1171,10,12235,html version of FL COVID Rep 03-23-2020,1
Dade,83,2278,367,14,2645,html version of FL COVID Rep 03-24-2020(PM),1
Broward,208,2147,312,13,2459,html version of FL COVID Rep 03-24-2020(PM),
Palm Beach,16,624,104,14,728,html version of FL COVID Rep 03-24-2020(PM),
Hillsborough,6,1301,95,7,1396,html version of FL COVID Rep 03-24-2020(PM),
Orange,22,734,52,7,786,html version of FL COVID Rep 03-24-2020(PM),
Duval,57,567,50,8,617,html version of FL COVID Rep 03-24-2020(PM),
Pinellas,48,611,45,7,656,html version of FL COVID Rep 03-24-2020(PM),
Collier,44,347,41,11,388,html version of FL COVID Rep 03-24-2020(PM),
Alachua,42,590,37,6,627,html version of FL COVID Rep 03-24-2020(PM),
Lee,32,264,34,11,298,html version of FL COVID Rep 03-24-2020(PM),
Osceola,71,192,26,12,218,html version of FL COVID Rep 03-24-2020(PM),
Sarasota,72,341,26,7,367,html version of FL COVID Rep 03-24-2020(PM),
Seminole,29,262,25,9,287,html version of FL COVID Rep 03-24-2020(PM),
St. Johns,34,255,24,9,279,html version of FL COVID Rep 03-24-2020(PM),
Volusia,12,149,19,11,168,html version of FL COVID Rep 03-24-2020(PM),
Manatee,9,116,16,12,132,html version of FL COVID Rep 03-24-2020(PM),
Pasco,20,222,16,7,238,html version of FL COVID Rep 03-24-2020(PM),
Lake,6,167,14,8,181,html version of FL COVID Rep 03-24-2020(PM),
Okaloosa,19,62,14,18,76,html version of FL COVID Rep 03-24-2020(PM),
Escambia,6,118,13,10,131,html version of FL COVID Rep 03-24-2020(PM),
Polk,32,228,13,5,241,html version of FL COVID Rep 03-24-2020(PM),
Indian River,6,89,12,12,101,html version of FL COVID Rep 03-24-2020(PM),
Clay,16,86,10,10,96,html version of FL COVID Rep 03-24-2020(PM),
Sumter,18,76,10,12,86,html version of FL COVID Rep 03-24-2020(PM),
Walton,14,33,10,23,43,html version of FL COVID Rep 03-24-2020(PM),
Brevard,5,140,9,6,149,html version of FL COVID Rep 03-24-2020(PM),
Citrus,12,73,9,11,82,html version of FL COVID Rep 03-24-2020(PM),
Leon,6,188,8,4,196,html version of FL COVID Rep 03-24-2020(PM),
Hernando,6,76,7,8,83,html version of FL COVID Rep 03-24-2020(PM),
Santa Rosa,3,74,6,8,80,html version of FL COVID Rep 03-24-2020(PM),
St. Lucie,9,107,6,5,113,html version of FL COVID Rep 03-24-2020(PM),
Baker,1,16,4,20,20,html version of FL COVID Rep 03-24-2020(PM),
Flagler,2,57,4,7,61,html version of FL COVID Rep 03-24-2020(PM),
Highlands,4,14,4,22,18,html version of FL COVID Rep 03-24-2020(PM),
Marion,88,97,4,4,101,html version of FL COVID Rep 03-24-2020(PM),
Martin,1,78,4,5,82,html version of FL COVID Rep 03-24-2020(PM),
Charlotte,2,61,3,5,64,html version of FL COVID Rep 03-24-2020(PM),
Columbia,23,31,3,9,34,html version of FL COVID Rep 03-24-2020(PM),
Monroe,25,50,3,6,53,html version of FL COVID Rep 03-24-2020(PM),
Putnam,35,83,2,2,85,html version of FL COVID Rep 03-24-2020(PM),
Bay,3,37,1,3,38,html version of FL COVID Rep 03-24-2020(PM),
Bradford,10,19,1,5,20,html version of FL COVID Rep 03-24-2020(PM),
Desoto,22,11,1,8,12,html version of FL COVID Rep 03-24-2020(PM),
Gadsden,0,19,1,5,20,html version of FL COVID Rep 03-24-2020(PM),
Jackson,7,23,1,4,24,html version of FL COVID Rep 03-24-2020(PM),
Nassau,2,26,1,4,27,html version of FL COVID Rep 03-24-2020(PM),
Calhoun,0,6,0,0,6,html version of FL COVID Rep 03-24-2020(PM),
Dixie,0,8,0,0,8,html version of FL COVID Rep 03-24-2020(PM),
Franklin,0,11,0,0,11,html version of FL COVID Rep 03-24-2020(PM),
Gilchrist,0,7,0,0,7,html version of FL COVID Rep 03-24-2020(PM),
Glades,0,1,0,0,1,html version of FL COVID Rep 03-24-2020(PM),
Gulf,6,12,0,0,12,html version of FL COVID Rep 03-24-2020(PM),
Hamilton,1,8,0,0,8,html version of FL COVID Rep 03-24-2020(PM),
Hardee,0,6,0,0,6,html version of FL COVID Rep 03-24-2020(PM),
Hendry,3,15,0,0,15,html version of FL COVID Rep 03-24-2020(PM),
Holmes,0,6,0,0,6,html version of FL COVID Rep 03-24-2020(PM),
Jefferson,0,6,0,0,6,html version of FL COVID Rep 03-24-2020(PM),
Lafayette,0,7,0,0,7,html version of FL COVID Rep 03-24-2020(PM),
Levy,0,23,0,0,23,html version of FL COVID Rep 03-24-2020(PM),
Liberty,0,1,0,0,1,html version of FL COVID Rep 03-24-2020(PM),
Madison,0,6,0,0,6,html version of FL COVID Rep 03-24-2020(PM),
Okeechobee,6,17,0,0,17,html version of FL COVID Rep 03-24-2020(PM),
Suwannee,11,14,0,0,14,html version of FL COVID Rep 03-24-2020(PM),
Taylor,0,12,0,0,12,html version of FL COVID Rep 03-24-2020(PM),
Union,1,19,0,0,19,html version of FL COVID Rep 03-24-2020(PM),
Unknown,0,4,0,0,4,html version of FL COVID Rep 03-24-2020(PM),
Wakulla,1,21,0,0,21,html version of FL COVID Rep 03-24-2020(PM),
Washington,3,9,0,0,9,html version of FL COVID Rep 03-24-2020(PM),
Total,1220,13358,1467,10,14825,html version of FL COVID Rep 03-24-2020(PM),
Dade,74,338,1,2507,13,html version of FL COVID Rep 03-24-2020,2169
Broward,182,311,,2432,13,html version of FL COVID Rep 03-24-2020,2121
Palm Beach,13,101,,724,14,html version of FL COVID Rep 03-24-2020,623
Hillsborough,5,91,,1387,7,html version of FL COVID Rep 03-24-2020,1296
Duval,44,50,,590,8,html version of FL COVID Rep 03-24-2020,540
Orange,19,50,,782,6,html version of FL COVID Rep 03-24-2020,732
Pinellas,39,45,,643,7,html version of FL COVID Rep 03-24-2020,598
Collier,39,41,,386,11,html version of FL COVID Rep 03-24-2020,345
Alachua,42,37,,627,6,html version of FL COVID Rep 03-24-2020,590
Lee,28,32,,277,12,html version of FL COVID Rep 03-24-2020,245
Osceola,67,26,,218,12,html version of FL COVID Rep 03-24-2020,192
Sarasota,68,26,,368,7,html version of FL COVID Rep 03-24-2020,342
Seminole,28,23,,285,8,html version of FL COVID Rep 03-24-2020,262
St. Johns,26,22,,265,8,html version of FL COVID Rep 03-24-2020,243
Volusia,9,18,,166,11,html version of FL COVID Rep 03-24-2020,148
Manatee,7,16,,132,12,html version of FL COVID Rep 03-24-2020,116
Pasco,19,15,,237,6,html version of FL COVID Rep 03-24-2020,222
Lake,3,14,,181,8,html version of FL COVID Rep 03-24-2020,167
Okaloosa,15,14,,76,18,html version of FL COVID Rep 03-24-2020,62
Polk,27,13,,241,5,html version of FL COVID Rep 03-24-2020,228
Indian River,5,11,,100,11,html version of FL COVID Rep 03-24-2020,89
Clay,7,10,,96,10,html version of FL COVID Rep 03-24-2020,86
Escambia,6,10,,128,8,html version of FL COVID Rep 03-24-2020,118
Sumter,6,10,,86,12,html version of FL COVID Rep 03-24-2020,76
Walton,9,10,,42,24,html version of FL COVID Rep 03-24-2020,32
Brevard,4,9,,145,6,html version of FL COVID Rep 03-24-2020,136
Citrus,5,9,,82,11,html version of FL COVID Rep 03-24-2020,73
Leon,2,8,,196,4,html version of FL COVID Rep 03-24-2020,188
St. Lucie,3,6,,113,5,html version of FL COVID Rep 03-24-2020,107
Hernando,6,5,,81,6,html version of FL COVID Rep 03-24-2020,76
Baker,1,4,,20,20,html version of FL COVID Rep 03-24-2020,16
Flagler,2,4,,59,7,html version of FL COVID Rep 03-24-2020,55
Highlands,3,4,,18,22,html version of FL COVID Rep 03-24-2020,14
Marion,63,4,,101,4,html version of FL COVID Rep 03-24-2020,97
Martin,1,4,,81,5,html version of FL COVID Rep 03-24-2020,77
Santa Rosa,4,4,,77,5,html version of FL COVID Rep 03-24-2020,73
Charlotte,2,3,,64,5,html version of FL COVID Rep 03-24-2020,61
Columbia,23,3,,33,9,html version of FL COVID Rep 03-24-2020,30
Monroe,22,3,,53,6,html version of FL COVID Rep 03-24-2020,50
Putnam,28,2,,83,2,html version of FL COVID Rep 03-24-2020,81
Bay,2,1,,38,3,html version of FL COVID Rep 03-24-2020,37
Bradford,3,1,,20,5,html version of FL COVID Rep 03-24-2020,19
Desoto,14,1,,12,8,html version of FL COVID Rep 03-24-2020,11
Gadsden,0,1,,19,5,html version of FL COVID Rep 03-24-2020,18
Jackson,6,1,,24,4,html version of FL COVID Rep 03-24-2020,23
Nassau,2,1,,26,4,html version of FL COVID Rep 03-24-2020,25
Calhoun,0,0,,6,0,html version of FL COVID Rep 03-24-2020,6
Dixie,0,0,,8,0,html version of FL COVID Rep 03-24-2020,8
Franklin,0,0,,11,0,html version of FL COVID Rep 03-24-2020,11
Gilchrist,0,0,,7,0,html version of FL COVID Rep 03-24-2020,7
Glades,0,0,,1,0,html version of FL COVID Rep 03-24-2020,1
Gulf,6,0,,12,0,html version of FL COVID Rep 03-24-2020,12
Hamilton,0,0,,8,0,html version of FL COVID Rep 03-24-2020,8
Hardee,0,0,,6,0,html version of FL COVID Rep 03-24-2020,6
Hendry,3,0,,15,0,html version of FL COVID Rep 03-24-2020,15
Holmes,0,0,,6,0,html version of FL COVID Rep 03-24-2020,6
Jefferson,0,0,,6,0,html version of FL COVID Rep 03-24-2020,6
